Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Education_Group,Income_Group,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio
55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994.0,0,4994.0,0.717,4802,81,0.761,0.0,0,Medium Education,Middle Income,8.516192691082654,8.516192691082654,0.0
51,F,3,Graduate,Married,$40K - $60K,Silver,44,4,2,3,16406.0,0,16406.0,0.627,4075,75,0.63,0.0,0,Medium Education,Low Income,9.705463352014883,9.705463352014883,0.0
52,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,1,2451.0,1733,718.0,0.724,5283,90,0.698,0.707,0,Unknown,Low Income,7.804659297056102,6.577861357721047,0.5347374438123036
40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109.0,1347,7762.0,0.695,3991,84,0.867,0.148,0,Low Education,Middle Income,9.117127990254003,8.95712413640568,0.13802129789737466
45,F,1,Unknown,Single,Less than $40K,Blue,36,3,4,1,2632.0,1480,1152.0,0.588,4787,89,0.679,0.562,0,Unknown,Low Income,7.87587915949631,7.050122520269059,0.44596705141749426
46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,0.714,2658,43,0.654,0.0,1,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757.0,1352,405.0,0.879,4121,81,0.421,0.769,0,Medium Education,Low Income,7.471932078245122,6.0063531596017325,0.5704144151776482
46,F,1,Unknown,Single,Less than $40K,Blue,40,6,4,3,2711.0,1793,918.0,0.681,5084,79,0.717,0.661,0,Unknown,Low Income,7.905441649060286,6.823286122355687,0.5074198306311578
47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776.0,1341,1435.0,0.744,4318,68,0.943,0.483,0,Low Education,Low Income,7.9291264873067995,7.269616749608169,0.39406706315579504
44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,1438.3,1091,347.3,0.702,4988,90,0.731,0.759,0,Low Education,Low Income,7.271912163268625,5.853064177371955,0.5647454657554212
36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015.0,1963,3052.0,0.881,2491,43,0.87,0.391,1,Medium Education,Middle Income,8.520388082312756,8.023879992734878,0.33002291294130587
40,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,2,8529.0,901,7628.0,0.764,4252,68,0.511,0.106,0,Medium Education,Middle Income,9.051344640485725,8.93971205409023,0.10074990310014305
49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604.0,1112,492.0,0.618,4253,68,0.744,0.693,0,Medium Education,Low Income,7.380879035564116,6.20050917404269,0.5265021031509982
56,F,1,College,Married,Unknown,Blue,36,6,2,2,4263.0,0,4263.0,0.64,4876,70,1.188,0.0,0,Medium Education,Unknown,8.357962965845681,8.357962965845681,0.0
45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493.0,1655,838.0,0.907,4473,76,0.9,0.664,0,Medium Education,Low Income,7.821643126239982,6.732210706467206,0.5092243423990168
38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568.0,0,1568.0,0.611,2812,59,0.788,0.0,1,Low Education,Low Income,7.358193752733032,7.358193752733032,0.0
43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521.0,0,1521.0,0.791,4880,79,0.549,0.0,0,Low Education,Low Income,7.3277805384216315,7.3277805384216315,0.0
48,M,2,Graduate,Single,$40K - $60K,Blue,31,6,3,3,3261.0,1730,1531.0,0.682,4242,65,0.667,0.531,0,Medium Education,Low Income,8.09009578318096,7.3343293503005365,0.4259211166755467
39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,1781.0,935,846.0,0.868,5093,77,0.974,0.525,0,Unknown,Low Income,7.485491608030754,6.741700694652055,0.42199441005937494
62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284.0,2517,2767.0,0.674,4525,63,0.537,0.476,0,Unknown,Low Income,8.572627898304338,7.92588031673756,0.3893357261782807
47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590.0,0,5590.0,0.01,1507,32,0.0,0.0,1,Medium Education,Unknown,8.628913441026645,8.628913441026645,0.0
57,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734.0,980,754.0,0.639,4313,92,0.917,0.565,0,Low Education,Unknown,7.45876269238096,6.626717749249025,0.4478858239921165
48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645.0,931,6714.0,0.894,5016,73,0.622,0.122,0,Unknown,Unknown,8.941937914256359,8.812099108957337,0.11511280710050457
48,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,6,4,2,1438.3,1218,220.3,0.752,4600,76,0.617,0.847,0,Low Education,Low Income,7.271912163268625,5.399519247057004,0.6135627012171029
34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207.0,1527,680.0,0.861,4159,64,1.133,0.692,0,Medium Education,Low Income,7.699842407396986,6.523562306149512,0.5259112611840315
46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723.0,1010,713.0,0.704,4112,82,0.864,0.586,0,Medium Education,Low Income,7.452402451223638,6.570882962339584,0.46121512321265623
49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644.0,0,1644.0,1.033,4898,82,0.783,0.0,0,High Education,Low Income,7.405495663199472,7.405495663199472,0.0
48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745.0,0,1745.0,0.657,2297,44,0.63,0.0,1,Medium Education,Low Income,7.465082736399547,7.465082736399547,0.0
42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376.0,1661,1715.0,0.618,4629,75,0.923,0.492,0,Medium Education,Low Income,8.124743020385568,7.447751280047908,0.40011750178156913
47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298.0,0,7298.0,0.589,4512,72,0.756,0.0,0,Medium Education,Middle Income,8.895492631451633,8.895492631451633,0.0
45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0,0,8383.0,0.809,2600,44,0.517,0.0,1,Medium Education,Middle Income,9.034080406560824,9.034080406560824,0.0
41,M,4,High School,Unknown,$40K - $60K,Blue,29,5,4,2,3600.0,746,2854.0,0.824,4184,61,0.694,0.207,0,Low Education,Low Income,8.188966863648876,7.956827122090111,0.18813794211539445
45,F,4,High School,Single,$40K - $60K,Blue,29,3,2,1,4595.0,1781,2814.0,0.708,3746,68,0.545,0.388,0,Low Education,Low Income,8.432941638968646,7.942717540573791,0.32786386208461277
57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795.0,1832,963.0,0.839,4679,67,0.861,0.655,0,Low Education,Middle Income,7.935945103353701,6.871091294610546,0.5038010088290262
49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768.0,0,1768.0,0.788,4628,90,0.837,0.0,0,Low Education,Low Income,7.478169694159785,7.478169694159785,0.0
50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780.0,893,887.0,0.609,4630,73,0.587,0.502,0,Low Education,Low Income,7.484930283289661,6.78897174299217,0.406797553341943
51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987.0,1764,1223.0,0.686,4339,72,0.6,0.591,0,Medium Education,Low Income,8.002359546252707,7.1098794630722715,0.4643627493556498
44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717.0,1720,997.0,0.869,4196,71,0.614,0.633,0,Low Education,Unknown,7.907651594711089,6.905753276311464,0.49041881398832804
40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887.0,0,2887.0,0.581,3941,82,1.158,0.0,0,Low Education,Unknown,7.968319500012717,7.968319500012717,0.0
37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3,0,1438.3,0.707,4733,89,0.816,0.0,0,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879.0,860,10019.0,0.974,4629,69,0.725,0.079,0,Unknown,Middle Income,9.294681520409934,9.212338374638856,0.0760346862759976
39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653,0,Medium Education,Low Income,7.501082124259871,6.444131256700441,0.5025918188388871
38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628.0,0,1628.0,0.876,2527,41,0.64,0.0,1,Unknown,Low Income,7.395721608602045,7.395721608602045,0.0
45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3,0,1438.3,0.678,4463,71,0.821,0.0,0,Unknown,Low Income,7.271912163268625,7.271912163268625,0.0
37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586.0,0,1586.0,0.497,2109,41,0.414,0.0,1,High Education,Low Income,7.369600720526409,7.369600720526409,0.0
43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311.0,1320,991.0,0.658,3967,71,0.69,0.571,0,Low Education,Low Income,7.7458682297922685,6.899723107284872,0.4517123592734841
48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109.0,1205,904.0,0.514,2935,60,0.935,0.571,0,Medium Education,Low Income,7.6544432264701125,6.807934943699926,0.4517123592734841
51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562.0,1057,505.0,0.807,5019,78,0.696,0.677,0,Low Education,Low Income,7.354362330421477,6.226536669287466,0.5170064828410719
44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3,0,1438.3,0.676,2316,48,0.5,0.0,1,High Education,Unknown,7.271912163268625,7.271912163268625,0.0
39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981.0,757,2224.0,0.764,4824,76,0.81,0.254,0,Medium Education,Middle Income,8.000349495324684,7.707512194600341,0.22633844221072896
47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137,0,Medium Education,Middle Income,8.574707097616844,8.427924723658055,0.128393214768399
51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708.0,920,3788.0,0.544,2179,50,1.273,0.195,1,Medium Education,Low Income,8.457230850243555,8.239857411018601,0.178146185383474
54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210.0,1002,1208.0,0.938,4798,86,0.654,0.453,0,Low Education,Middle Income,7.701200180857446,7.097548850614793,0.37363038458814585
53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972.0,0,1972.0,0.761,5085,73,0.587,0.0,0,Unknown,Low Income,7.587310506022615,7.587310506022615,0.0
48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384.0,1596,788.0,0.831,3149,59,0.903,0.669,0,Low Education,Middle Income,7.776954403322442,6.670766320845874,0.5122246446796981
35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311.0,1222,1089.0,0.674,4730,89,0.745,0.529,0,Medium Education,Low Income,7.7458682297922685,6.993932975223189,0.4246139269469253
46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912.0,1172,740.0,0.827,4841,81,0.884,0.613,0,Unknown,Low Income,7.556427969440253,6.608000625296087,0.4780957991430718
49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147.0,1402,745.0,0.612,4240,69,0.683,0.653,0,Unknown,Low Income,7.672292455628756,6.61472560020376,0.5025918188388871
42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214.0,0,3214.0,0.435,2119,44,0.517,0.0,1,Low Education,Low Income,8.07558263667172,8.07558263667172,0.0
43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006.0,879,2127.0,0.759,5125,87,0.74,0.292,0,Low Education,Low Income,8.008698182988528,7.662937850461535,0.2561914053604101
52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735.0,1942,793.0,0.582,3724,66,0.692,0.71,0,Unknown,Middle Income,7.914252278742441,6.677083461247136,0.5364933705145685
50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390.0,2385,1005.0,0.656,4128,73,0.698,0.704,0,Medium Education,High Income,8.128880142125638,6.913737350659685,0.532978428407124
54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,0.006,1,Low Education,Middle Income,10.44920723527944,10.44298809288617,0.005982071677547464
55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249.0,2012,9237.0,0.659,3882,55,0.964,0.179,0,Low Education,Unknown,9.328123407632566,9.13108069099055,0.16466662155523387
52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484.0,1495,989.0,0.922,4084,86,0.536,0.602,0,Medium Education,Low Income,7.818027938530729,6.897704943128636,0.47125284864616745
40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932.0,1664,1268.0,0.612,4795,82,0.708,0.568,0,Low Education,Low Income,7.983781068977451,7.1459844677143876,0.4498009219282161
60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882.0,2081,801.0,0.644,4933,103,0.661,0.722,0,Unknown,Low Income,7.9665866976384025,6.687108607866515,0.543486406005539
45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658.0,694,1964.0,0.722,4774,92,0.769,0.261,0,High Education,Low Income,7.88570539124302,7.583247524303362,0.23190505698278252
44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589.0,1336,4253.0,0.944,4262,75,1.027,0.239,0,Medium Education,Unknown,8.628734566149145,8.355614995760183,0.21430460264700538
44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484.0,885,599.0,0.951,4819,74,0.805,0.596,0,Medium Education,Low Income,7.3031700512368,6.396929655216146,0.46750049902761703
57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678.0,1162,516.0,0.722,4402,87,0.851,0.692,0,High Education,Unknown,7.425953657077541,6.248042874508429,0.5259112611840315
34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373.0,0,12373.0,0.71,2462,40,0.429,0.0,1,Medium Education,Unknown,9.423352776090933,9.423352776090933,0.0
52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846.0,1606,1240.0,0.697,5092,86,0.792,0.564,0,Unknown,Low Income,7.954021087278037,7.123672785204607,0.4472466421231193
42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585.0,1381,204.0,0.706,2360,40,0.379,0.871,1,Low Education,Low Income,7.368970402194793,5.3230099791384085,0.6264730472919525
42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837.0,834,2003.0,0.427,3892,69,0.408,0.294,0,Unknown,Low Income,7.950854857719988,7.602900462204755,0.2577381960787088
51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066.0,1077,989.0,0.715,4678,91,0.655,0.521,0,High Education,Low Income,7.633853559681768,6.897704943128636,0.41936801327715584
47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789.0,0,20789.0,0.82,4105,67,0.718,0.0,0,Low Education,Middle Income,9.942227380852058,9.942227380852058,0.0
48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449.0,0,1449.0,0.785,4797,88,0.913,0.0,0,Medium Education,Low Income,7.27931883541462,7.27931883541462,0.0
39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911.0,0,3911.0,0.897,2867,42,0.556,0.0,1,Low Education,Low Income,8.271804031154709,8.271804031154709,0.0
56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737.0,0,1737.0,0.653,4611,73,0.973,0.0,0,Unknown,Low Income,7.460490305825338,7.460490305825338,0.0
48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815.0,557,1258.0,0.672,4519,76,0.854,0.307,0,Medium Education,Low Income,7.504391559161238,7.138073034044347,0.2677344346420849
46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848.0,2517,2331.0,0.651,2353,53,0.828,0.519,1,High Education,Unknown,8.486527777105353,7.754481547470383,0.4180522236136358
46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592.0,925,667.0,0.804,4615,90,0.667,0.581,0,Medium Education,Low Income,7.373374309910049,6.504288173536645,0.45805755822733496
40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768.0,1242,526.0,0.776,4439,65,0.806,0.702,0,Unknown,Low Income,7.478169694159785,6.267200548541362,0.5318040301511824
44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128.0,2344,5784.0,0.788,4251,80,1.051,0.288,0,Medium Education,Unknown,9.003193193746572,8.663023639627777,0.25309062768216184
45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557.0,1898,659.0,0.772,4808,83,0.694,0.742,0,Low Education,Unknown,7.846980982138788,6.492239835020471,0.555033878430311
44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991.0,642,2349.0,0.76,4646,62,0.55,0.215,0,Medium Education,Middle Income,8.003697339094368,7.762170607138205,0.19474407679251177
49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516.0,0,34516.0,0.482,1592,35,0.346,0.0,1,Medium Education,Middle Income,10.44920723527944,10.44920723527944,0.0
45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099.0,2517,16582.0,0.628,4837,77,0.75,0.132,0,Unknown,Middle Income,9.857443614034722,9.716133353214099,0.1239859797809912
44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369,0,Low Education,Unknown,8.425077902508432,7.965545573129992,0.3140805463063118
58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981.0,1696,21285.0,0.466,4192,66,0.571,0.074,0,Low Education,Middle Income,10.04246657981758,9.96580485860099,0.07138999608667294
38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833,0,Medium Education,Low Income,7.765993079407675,5.976350909297934,0.6059539688575679
48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067.0,685,21382.0,0.605,3577,64,0.882,0.031,0,Medium Education,Middle Income,10.001883874392322,9.970351492789636,0.030529205034822874
43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023.0,1331,692.0,0.624,5098,79,0.681,0.658,0,Medium Education,Low Income,7.6128310304073565,6.541029999189903,0.5056120567131033
36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222.0,0,2222.0,0.769,4095,65,0.912,0.0,0,Unknown,Unknown,7.706612913964197,7.706612913964197,0.0
59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438.3,788,650.3,0.741,4297,65,0.585,0.548,0,Medium Education,Middle Income,7.271912163268625,6.478970365552356,0.4369637751675354
40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0,8958.0,0.483,2131,43,0.387,0.0,1,High Education,Middle Income,9.100413892597578,9.100413892597578,0.0
36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937.0,733,1204.0,0.826,4547,73,0.973,0.378,0,Low Education,Low Income,7.569411792450712,7.094234845924755,0.32063317259146684
40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219.0,1503,23716.0,0.944,4429,87,0.642,0.06,0,Unknown,Middle Income,10.135392609518911,10.073947369564895,0.058268908123975775
36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0,1,Unknown,Middle Income,7.504391559161238,7.504391559161238,0.0
60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361.0,2473,888.0,0.895,4589,69,1.029,0.736,0,Medium Education,Low Income,8.120291313968561,6.790097235513905,0.5515836162381584
47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786.0,1516,3270.0,0.94,4973,74,0.85,0.317,0,High Education,Low Income,8.473659189392508,8.092851027538384,0.27535642276114397
37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3,0,1438.3,0.919,5001,91,0.625,0.0,0,Medium Education,Unknown,7.271912163268625,7.271912163268625,0.0
51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,908,530.3,0.615,4653,74,0.897,0.631,0,High Education,Low Income,7.271912163268625,6.275326833456898,0.4891933236388768
42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725.0,2444,281.0,0.959,4965,85,0.809,0.897,0,High Education,Low Income,7.9105906122564775,5.641907070938114,0.6402736909528771
42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159,0,Low Education,Unknown,9.214332393245721,9.040737587590003,0.14755756435761466
45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467.0,1446,1021.0,0.73,5024,81,0.62,0.586,0,Low Education,Unknown,7.811163385025279,6.92951677076365,0.46121512321265623
52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0.0,0,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759.0,186,1573.0,0.756,2705,35,0.522,0.106,1,Medium Education,Low Income,7.473069088032197,7.3613754289773485,0.10074990310014305
46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206.0,1722,484.0,0.973,4455,67,0.763,0.781,0,Medium Education,Low Income,7.699389406256737,6.184148890937483,0.5771750043075247
35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045.0,1707,338.0,0.577,2183,39,0.696,0.835,1,Unknown,Low Income,7.6236419465115715,5.82600010738045,0.6070444815065336
54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170.0,641,3529.0,0.815,3669,67,0.595,0.154,0,Unknown,Low Income,8.335911094196945,8.169053149927343,0.1432341680859078
47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300.0,2517,783.0,0.94,3784,55,1.115,0.763,0,Medium Education,Low Income,8.101980731853192,6.664409020350408,0.5670169034157332
26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422.0,682,4740.0,0.892,4460,62,0.676,0.126,0,Low Education,Low Income,8.59840444684106,8.464003362902119,0.11867152971749864
56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015.0,807,1208.0,0.831,5209,76,0.767,0.4,0,Medium Education,Unknown,7.60887062919126,7.097548850614793,0.33647223662121295
47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048.0,1599,449.0,0.613,4855,88,0.872,0.781,0,Unknown,Middle Income,7.6251071482389,6.1092475827643655,0.5771750043075247
37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152.0,1682,470.0,1.051,4126,71,0.972,0.782,0,Unknown,Low Income,7.674617497364363,6.154858094016418,0.5777363290486176
44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017.0,1868,1149.0,0.722,2096,50,0.471,0.619,1,Medium Education,Low Income,8.012349639327795,7.047517221357296,0.4818086746954981
53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516.0,1073,33443.0,0.558,4485,86,0.755,0.031,0,Medium Education,High Income,10.44920723527944,10.417627677269948,0.030529205034822874
33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819.0,725,1094.0,0.737,2254,45,0.406,0.399,1,Medium Education,Middle Income,7.506591780070841,6.9985096422506015,0.3357576956833441
46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228.0,1449,779.0,0.61,4382,83,0.694,0.65,0,Low Education,Low Income,7.709308333385869,6.659293919683638,0.5007752879124893
44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279.0,1837,442.0,0.853,2789,52,0.677,0.806,1,Unknown,Low Income,7.731930721948486,6.093569770045136,0.5911144549947938
48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0.0,1,Low Education,Low Income,7.271912163268625,7.271912163268625,0.0
45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686.0,0,1686.0,0.812,4413,77,0.75,0.0,0,High Education,High Income,7.430707082545968,7.430707082545968,0.0
48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942.0,1488,454.0,0.816,4940,88,0.796,0.766,0,Medium Education,Unknown,7.57198844937744,6.12029741895095,0.5687171021817683
53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858.0,0,3858.0,0.67,4472,92,0.614,0.0,0,Low Education,Middle Income,8.258163361537619,8.258163361537619,0.0
44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651.0,1368,10283.0,0.563,3870,64,0.561,0.117,0,Medium Education,Middle Income,9.363233118079325,9.23834456838578,0.11064652008706366
43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449.0,1914,7535.0,0.87,4658,93,0.722,0.203,0,Low Education,Low Income,9.153770020487789,8.927446816256198,0.18481843699254183
50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423.0,0,3423.0,0.505,2229,45,0.406,0.0,1,Medium Education,Low Income,8.138564737261632,8.138564737261632,0.0
47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915.0,2422,493.0,0.576,4037,83,0.766,0.831,0,Unknown,Low Income,7.977968093128549,6.202535517187923,0.6048622656923737
50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486.0,0,11486.0,0.383,4918,79,0.549,0.0,0,Low Education,Unknown,9.348971240145405,9.348971240145405,0.0
40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,2517,467.0,0.574,2373,53,0.359,0.843,1,High Education,Low Income,8.001355025826703,6.148468295917647,0.6113946786876863
37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653.0,0,1653.0,0.517,2284,35,0.296,0.0,1,Low Education,Low Income,7.4109518755836366,7.4109518755836366,0.0
47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723.0,1588,1135.0,0.852,4307,83,0.844,0.583,0,Low Education,Low Income,7.909856667269403,7.035268599281097,0.4593217808988751
40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3,0,1438.3,0.553,4702,84,0.714,0.0,0,Low Education,Low Income,7.271912163268625,7.271912163268625,0.0
43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818.0,0,1818.0,0.758,2279,50,0.724,0.0,1,Low Education,Low Income,7.506042178518122,7.506042178518122,0.0
56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384.0,929,3455.0,0.678,4792,91,0.75,0.212,0,Medium Education,Low Income,8.385944904806284,8.147867129923947,0.1922718876471227
43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824.0,0,1824.0,0.797,4594,86,0.654,0.0,0,Low Education,Low Income,7.509335266016592,7.509335266016592,0.0
50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452.0,540,4912.0,0.539,4220,66,0.737,0.099,0,Low Education,Low Income,8.60392119492606,8.499640032168648,0.09440067542148431
